1000  0.000281  8006  6958
10000  0.004266  120005  155236
100000  0.042395  1500006  2792208
200000  0.075192  3200006  6797940
300000  0.103793  5100008  10661386
400000  0.164657  6800006  17121153
500000  0.207145  8500007  19950705
600000  0.259706  10800008  24841577
700000  0.265710  12600009  31646869
800000  0.373621  14400006  38853061
900000  0.393763  16200011  40634531
1000000  0.422650  18000007  46859906
