1000  0.000194  3377  16883
10000  0.002454  48991  184816
100000  0.029697  658774  2018149
200000  0.032544  1417548  4136298
300000  0.046530  2209698  6287823
400000  0.057458  3035096  8472596
500000  0.065329  3911246  10708121
600000  0.081208  4719396  12875646
700000  0.112376  5557338  15072963
800000  0.138323  6470192  17345192
900000  0.135368  7360934  19595309
1000000  0.167905  8322492  21916242
