1000  0.000080  8711  4318
10000  0.001012  120537  59244
100000  0.011782  1536468  759889
200000  0.025045  3272881  1620005
300000  0.040071  5085014  2511101
400000  0.052426  6945514  3439798
500000  0.066677  8837110  4390212
600000  0.080510  10769183  5320898
700000  0.095935  12724655  6275876
800000  0.109991  14691344  7279485
900000  0.125090  16678608  8256186
1000000  0.143499  18675006  9278929
